,pdb_name,processed_path,raw_path,oligomeric_count,oligomeric_detail,resolution,structure_method,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration,cluster
62,6hll,/wynton/group/kortemme/alexjli/data/framediff/hl/6hll.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/hl/6hll.cif,1,monomeric,3.27,x-ray diffraction,1,homomer,470,469,0.2281449893390192,0.6865671641791045,0.0852878464818763,3.178872616576003,14
63,5hll,/wynton/group/kortemme/alexjli/data/framediff/hl/5hll.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/hl/5hll.cif,1,monomeric,1.699,x-ray diffraction,1,homomer,172,129,0.4806201550387597,0.4108527131782946,0.1085271317829457,1.4072754015636273,43
71,8hl6,/wynton/group/kortemme/alexjli/data/framediff/hl/8hl6.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/hl/8hl6.cif,1,monomeric,1.8,x-ray diffraction,1,homomer,309,212,0.419811320754717,0.330188679245283,0.2547169811320754,1.6314400503466184,2868
72,2j0p,/wynton/group/kortemme/alexjli/data/framediff/j0/2j0p.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/2j0p.cif,1,monomeric,1.7,x-ray diffraction,1,homomer,501,328,0.3628048780487805,0.3018292682926829,0.3353658536585366,2.04543295852519,11185
73,6j09,/wynton/group/kortemme/alexjli/data/framediff/j0/6j09.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/6j09.cif,1,monomeric,3.0,x-ray diffraction,1,homomer,358,329,0.4224924012158054,0.2765957446808511,0.3009118541033435,3.264985610406264,32807
75,1j0o,/wynton/group/kortemme/alexjli/data/framediff/j0/1j0o.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/1j0o.cif,1,monomeric,1.153,x-ray diffraction,1,homomer,464,107,0.6074766355140186,0.2803738317757009,0.1121495327102803,1.4609672584823634,3460
77,2j0r,/wynton/group/kortemme/alexjli/data/framediff/j0/2j0r.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/2j0r.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,476,331,0.3716012084592145,0.2990936555891239,0.3293051359516616,2.0639720212420727,11185
79,1j0p,/wynton/group/kortemme/alexjli/data/framediff/j0/1j0p.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/1j0p.cif,1,monomeric,0.913,x-ray diffraction,1,homomer,502,108,0.6203703703703703,0.2685185185185185,0.1111111111111111,1.4996678221838815,3460
82,5j08,/wynton/group/kortemme/alexjli/data/framediff/j0/5j08.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/5j08.cif,1,monomeric,1.8,x-ray diffraction,1,homomer,236,163,0.3251533742331288,0.6748466257668712,0.0,1.6375474209039955,43421
86,5j0d,/wynton/group/kortemme/alexjli/data/framediff/j0/5j0d.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/5j0d.cif,1,monomeric,1.05,x-ray diffraction,1,homomer,248,117,0.358974358974359,0.6410256410256411,0.0,1.5044480779289684,2
87,4j0s,/wynton/group/kortemme/alexjli/data/framediff/j0/4j0s.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/4j0s.cif,1,monomeric,1.84,x-ray diffraction,1,homomer,288,127,0.4724409448818897,0.5275590551181102,0.0,1.5242866763160658,263
88,1j02,/wynton/group/kortemme/alexjli/data/framediff/j0/1j02.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/1j02.cif,1,monomeric,1.7,x-ray diffraction,1,homomer,382,212,0.25,0.75,0.0,1.6774369937572575,2364
92,1j01,/wynton/group/kortemme/alexjli/data/framediff/j0/1j01.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/1j01.cif,1,monomeric,2.0,x-ray diffraction,1,homomer,473,312,0.3429487179487179,0.4487179487179487,0.2083333333333333,1.841982468551408,770
93,2j0l,/wynton/group/kortemme/alexjli/data/framediff/j0/2j0l.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/2j0l.cif,1,monomeric,2.3,x-ray diffraction,1,homomer,376,276,0.4021739130434782,0.4166666666666667,0.181159420289855,1.94540001991012,1
94,6j0o,/wynton/group/kortemme/alexjli/data/framediff/j0/6j0o.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/6j0o.cif,1,monomeric,1.8,x-ray diffraction,1,homomer,439,229,0.3406113537117904,0.2663755458515284,0.3930131004366812,1.7788175481531114,6205
98,4j0l,/wynton/group/kortemme/alexjli/data/framediff/j0/4j0l.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/4j0l.cif,1,monomeric,1.9,x-ray diffraction,3,heteromer,444,243,0.5473251028806584,0.4320987654320987,0.0205761316872428,1.6965684266970291,1281
106,6j0d,/wynton/group/kortemme/alexjli/data/framediff/j0/6j0d.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/6j0d.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,123,87,0.5172413793103449,0.3908045977011494,0.0919540229885057,1.2984143733468634,97668
109,2j0b,/wynton/group/kortemme/alexjli/data/framediff/j0/2j0b.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/2j0b.cif,1,monomeric,2.1,x-ray diffraction,1,homomer,332,243,0.4238683127572016,0.3868312757201646,0.1893004115226337,1.7698765842759754,8400
114,4j0r,/wynton/group/kortemme/alexjli/data/framediff/j0/4j0r.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/4j0r.cif,1,monomeric,1.72,x-ray diffraction,1,homomer,321,127,0.4724409448818897,0.5275590551181102,0.0,1.5327263513550156,263
118,2j0i,/wynton/group/kortemme/alexjli/data/framediff/j0/2j0i.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/2j0i.cif,1,monomeric,1.6,x-ray diffraction,1,homomer,499,290,0.4241379310344828,0.4,0.1758620689655172,1.9236335162504348,3480
121,2j0a,/wynton/group/kortemme/alexjli/data/framediff/j0/2j0a.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/j0/2j0a.cif,1,monomeric,1.8,x-ray diffraction,1,homomer,330,243,0.4238683127572016,0.3868312757201646,0.1893004115226337,1.7990222686095123,8400
124,5s97,/wynton/group/kortemme/alexjli/data/framediff/s9/5s97.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s97.cif,1,monomeric,1.15,x-ray diffraction,1,homomer,316,119,0.3109243697478991,0.6890756302521008,0.0,1.6149418740108676,1234
126,5s93,/wynton/group/kortemme/alexjli/data/framediff/s9/5s93.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s93.cif,1,monomeric,1.19,x-ray diffraction,1,homomer,310,119,0.3025210084033613,0.6974789915966386,0.0,1.6048518535151473,1234
127,5s95,/wynton/group/kortemme/alexjli/data/framediff/s9/5s95.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s95.cif,1,monomeric,1.21,x-ray diffraction,1,homomer,311,119,0.3025210084033613,0.6974789915966386,0.0,1.6025461937611998,1234
128,3s9w,/wynton/group/kortemme/alexjli/data/framediff/s9/3s9w.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/3s9w.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,240,129,0.4031007751937984,0.2868217054263566,0.3100775193798449,1.412455107213647,649
135,6s9w,/wynton/group/kortemme/alexjli/data/framediff/s9/6s9w.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s9w.cif,1,monomeric,2.3,x-ray diffraction,1,homomer,424,411,0.4306569343065693,0.3333333333333333,0.2360097323600973,2.1946264450542423,1
137,5s98,/wynton/group/kortemme/alexjli/data/framediff/s9/5s98.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s98.cif,1,monomeric,1.1,x-ray diffraction,1,homomer,319,119,0.3025210084033613,0.6974789915966386,0.0,1.6147294338816336,1234
138,7s98,/wynton/group/kortemme/alexjli/data/framediff/s9/7s98.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s98.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,371,210,0.3476190476190476,0.4238095238095238,0.2285714285714285,1.6949942753870324,425
139,3s9x,/wynton/group/kortemme/alexjli/data/framediff/s9/3s9x.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/3s9x.cif,1,monomeric,1.35,x-ray diffraction,1,homomer,509,159,0.3647798742138364,0.389937106918239,0.2452830188679245,1.6986854668455895,22196
142,6s97,/wynton/group/kortemme/alexjli/data/framediff/s9/6s97.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s97.cif,1,monomeric,1.95,x-ray diffraction,1,homomer,434,294,0.3503401360544217,0.4557823129251701,0.1938775510204081,1.7900146130629673,1035
143,6s9c,/wynton/group/kortemme/alexjli/data/framediff/s9/6s9c.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s9c.cif,1,monomeric,2.73,x-ray diffraction,1,homomer,323,301,0.4385382059800664,0.3787375415282392,0.1827242524916943,1.9972662384332425,1
144,7s91,/wynton/group/kortemme/alexjli/data/framediff/s9/7s91.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s91.cif,1,monomeric,2.25,x-ray diffraction,1,homomer,491,401,0.371571072319202,0.3591022443890274,0.2693266832917705,2.2789935323055404,14210
145,7s99,/wynton/group/kortemme/alexjli/data/framediff/s9/7s99.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s99.cif,1,monomeric,1.52,x-ray diffraction,1,homomer,343,209,0.3301435406698564,0.4401913875598086,0.2296650717703349,1.6727579123209269,425
146,3s9b,/wynton/group/kortemme/alexjli/data/framediff/s9/3s9b.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/3s9b.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,415,234,0.5427350427350427,0.1111111111111111,0.3461538461538461,1.6984999626840476,6
147,1s9u,/wynton/group/kortemme/alexjli/data/framediff/s9/1s9u.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/1s9u.cif,1,monomeric,1.4,x-ray diffraction,1,homomer,472,201,0.3482587064676617,0.6417910447761194,0.0099502487562189,1.7413931009502472,7975
148,7s90,/wynton/group/kortemme/alexjli/data/framediff/s9/7s90.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s90.cif,1,monomeric,1.79,x-ray diffraction,1,homomer,365,210,0.3238095238095238,0.4476190476190476,0.2285714285714285,1.6719670719321371,425
149,6s9b,/wynton/group/kortemme/alexjli/data/framediff/s9/6s9b.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s9b.cif,1,monomeric,3.25,x-ray diffraction,1,homomer,292,291,0.4432989690721649,0.3917525773195876,0.1649484536082474,1.9677710503755592,1
152,5s92,/wynton/group/kortemme/alexjli/data/framediff/s9/5s92.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s92.cif,1,monomeric,1.19,x-ray diffraction,1,homomer,313,119,0.3025210084033613,0.6974789915966386,0.0,1.6153266206893655,1234
153,7s9g,/wynton/group/kortemme/alexjli/data/framediff/s9/7s9g.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s9g.cif,1,monomeric,1.79,x-ray diffraction,1,homomer,291,210,0.3047619047619048,0.4619047619047619,0.2333333333333333,1.6831101343268418,425
154,7s9f,/wynton/group/kortemme/alexjli/data/framediff/s9/7s9f.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s9f.cif,1,monomeric,2.3,x-ray diffraction,1,homomer,317,214,0.3504672897196261,0.4205607476635514,0.2289719626168224,1.7023451071560272,425
155,5s9r,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9r.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9r.cif,1,monomeric,1.85,x-ray diffraction,1,homomer,169,126,0.4682539682539682,0.5317460317460317,0.0,1.4983470926891396,263
156,3s92,/wynton/group/kortemme/alexjli/data/framediff/s9/3s92.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/3s92.cif,1,monomeric,1.36,x-ray diffraction,1,homomer,305,110,0.3363636363636363,0.6636363636363637,0.0,1.4523106700003667,2
158,5s94,/wynton/group/kortemme/alexjli/data/framediff/s9/5s94.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s94.cif,1,monomeric,1.2,x-ray diffraction,1,homomer,314,119,0.3109243697478991,0.6890756302521008,0.0,1.612895858397022,1234
160,5s90,/wynton/group/kortemme/alexjli/data/framediff/s9/5s90.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s90.cif,1,monomeric,1.1,x-ray diffraction,1,homomer,315,119,0.3109243697478991,0.6890756302521008,0.0,1.6086973059535254,1234
161,5s9a,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9a.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9a.cif,1,monomeric,1.36,x-ray diffraction,1,homomer,314,119,0.3109243697478991,0.6890756302521008,0.0,1.6088727088598576,1234
164,5s96,/wynton/group/kortemme/alexjli/data/framediff/s9/5s96.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s96.cif,1,monomeric,1.17,x-ray diffraction,1,homomer,316,119,0.3025210084033613,0.6974789915966386,0.0,1.611635484318101,1234
167,5s91,/wynton/group/kortemme/alexjli/data/framediff/s9/5s91.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s91.cif,1,monomeric,1.29,x-ray diffraction,1,homomer,312,119,0.2941176470588235,0.7058823529411765,0.0,1.6156977850747811,1234
168,6s9z,/wynton/group/kortemme/alexjli/data/framediff/s9/6s9z.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s9z.cif,1,monomeric,0.95,x-ray diffraction,1,homomer,511,265,0.5509433962264151,0.1584905660377358,0.290566037735849,1.7808591138628576,61
170,5s9c,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9c.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9c.cif,1,monomeric,1.14,x-ray diffraction,1,homomer,314,119,0.3025210084033613,0.6974789915966386,0.0,1.6137968191956442,1234
174,5s9d,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9d.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9d.cif,1,monomeric,1.19,x-ray diffraction,1,homomer,310,119,0.3025210084033613,0.6974789915966386,0.0,1.604736781863109,1234
175,3s9a,/wynton/group/kortemme/alexjli/data/framediff/s9/3s9a.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/3s9a.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,405,234,0.5683760683760684,0.0897435897435897,0.3418803418803419,1.6933710619824809,6
178,5s99,/wynton/group/kortemme/alexjli/data/framediff/s9/5s99.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s99.cif,1,monomeric,1.18,x-ray diffraction,1,homomer,320,119,0.3025210084033613,0.6974789915966386,0.0,1.6070966206136883,1234
179,5s9g,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9g.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9g.cif,1,monomeric,1.09,x-ray diffraction,1,homomer,319,119,0.3109243697478991,0.6890756302521008,0.0,1.6118733209469884,1234
180,7s95,/wynton/group/kortemme/alexjli/data/framediff/s9/7s95.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s95.cif,1,monomeric,1.71,x-ray diffraction,1,homomer,306,210,0.3380952380952381,0.4333333333333333,0.2285714285714285,1.6762506274416489,425
182,6s9d,/wynton/group/kortemme/alexjli/data/framediff/s9/6s9d.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s9d.cif,1,monomeric,2.67,x-ray diffraction,1,homomer,349,300,0.4233333333333333,0.39,0.1866666666666666,1.9887294028833853,1
186,7s9i,/wynton/group/kortemme/alexjli/data/framediff/s9/7s9i.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s9i.cif,1,monomeric,1.75,x-ray diffraction,1,homomer,303,210,0.3142857142857143,0.4571428571428571,0.2285714285714285,1.678090674979418,425
187,7s9x,/wynton/group/kortemme/alexjli/data/framediff/s9/7s9x.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/7s9x.cif,1,monomeric,1.53,x-ray diffraction,1,homomer,287,269,0.4981412639405204,0.3568773234200743,0.1449814126394052,1.9130688298125431,1
188,5s9b,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9b.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9b.cif,1,monomeric,1.15,x-ray diffraction,1,homomer,319,119,0.3109243697478991,0.6890756302521008,0.0,1.610315523135646,1234
189,3s98,/wynton/group/kortemme/alexjli/data/framediff/s9/3s98.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/3s98.cif,1,monomeric,1.9,x-ray diffraction,1,homomer,416,270,0.4555555555555555,0.0629629629629629,0.4814814814814814,2.6877799332616927,93385
190,5s9j,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9j.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9j.cif,1,monomeric,1.15,x-ray diffraction,1,homomer,320,119,0.3109243697478991,0.6890756302521008,0.0,1.607574436719536,1234
191,6s9x,/wynton/group/kortemme/alexjli/data/framediff/s9/6s9x.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/6s9x.cif,1,monomeric,2.6,x-ray diffraction,1,homomer,395,382,0.4476439790575916,0.3089005235602094,0.2434554973821989,2.166740340477804,1
194,5s9e,/wynton/group/kortemme/alexjli/data/framediff/s9/5s9e.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/s9/5s9e.cif,1,monomeric,1.18,x-ray diffraction,1,homomer,313,119,0.3109243697478991,0.6890756302521008,0.0,1.611430116278508,1234
196,5nzb,/wynton/group/kortemme/alexjli/data/framediff/nz/5nzb.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/5nzb.cif,1,monomeric,1.69,x-ray diffraction,1,homomer,231,132,0.3636363636363636,0.3106060606060606,0.3257575757575757,1.4067851452235116,707
197,3nzc,/wynton/group/kortemme/alexjli/data/framediff/nz/3nzc.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/3nzc.cif,1,monomeric,1.8,x-ray diffraction,1,homomer,258,206,0.441747572815534,0.2621359223300971,0.2961165048543689,1.6661112186508271,2
198,3nza,/wynton/group/kortemme/alexjli/data/framediff/nz/3nza.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/3nza.cif,1,monomeric,1.7,x-ray diffraction,1,homomer,326,206,0.4320388349514563,0.2718446601941747,0.2961165048543689,1.681706634819561,2
202,4nz7,/wynton/group/kortemme/alexjli/data/framediff/nz/4nz7.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/4nz7.cif,1,monomeric,2.7,x-ray diffraction,1,homomer,413,303,0.4191419141914191,0.3498349834983498,0.231023102310231,2.05774704393387,4526
204,1nz7,/wynton/group/kortemme/alexjli/data/framediff/nz/1nz7.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/1nz7.cif,1,monomeric,2.3,x-ray diffraction,1,homomer,499,283,0.4098939929328622,0.3639575971731448,0.2226148409893993,1.89101453981968,203
206,6nzv,/wynton/group/kortemme/alexjli/data/framediff/nz/6nzv.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/6nzv.cif,1,monomeric,1.55,x-ray diffraction,1,homomer,348,191,0.3979057591623036,0.1413612565445026,0.4607329842931937,1.568609231924108,1148
207,1nze,/wynton/group/kortemme/alexjli/data/framediff/nz/1nze.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/1nze.cif,1,monomeric,1.95,x-ray diffraction,1,homomer,184,112,0.2142857142857142,0.7857142857142857,0.0,1.4518377510371858,32383
208,3nz1,/wynton/group/kortemme/alexjli/data/framediff/nz/3nz1.pkl,/wynton/group/kortemme/alexjli/databases/PDB/mmCIF/nz/3nz1.cif,1,monomeric,1.56,x-ray diffraction,1,homomer,440,249,0.4257028112449799,0.4096385542168674,0.1646586345381526,1.7299855220743046,454
